KPI_1,KPI_4,KPI_5,KPI_6,KPI_9,KPI_10,KPI_11,KPI_12,KPI_15,KPI_16
0.181,13082235.273,678268.871,18095.041,37665.000,0.000,0.000,21.000,13082.235,678.269
0.055,3959321.199,308849.256,20752.750,34961.000,0.000,0.000,15.000,3959.321,308.849
0.034,1923334.040,351031.449,11071.022,20859.000,0.000,0.000,10.000,1923.334,351.031
0.187,16574371.949,1133794.491,17481.302,16702.000,0.000,0.000,23.000,16574.372,1133.794
0.399,40709145.894,6761314.712,22118.782,22209.000,0.000,0.000,43.000,40709.146,6761.315
0.009,547423.634,132585.107,14677.024,12498.000,0.000,0.000,7.000,547.424,132.585
0.012,334654.823,62448.238,5562.758,29356.000,0.000,0.000,7.000,334.655,62.448
0.220,27846171.154,3621111.535,30046.531,42876.000,0.000,0.000,32.000,27846.171,3621.112
0.100,8666006.145,601750.877,17894.009,31742.000,0.000,0.000,29.000,8666.006,601.751
0.028,681208.647,88694.109,14052.529,15153.000,0.000,0.000,7.000,681.209,88.694
0.017,710126.058,72796.885,8364.548,14769.000,0.000,0.000,4.000,710.126,72.797
0.013,394579.694,33596.895,8103.875,13524.000,0.000,0.000,6.000,394.580,33.597
0.301,20637009.934,1390153.764,13080.766,20403.000,0.000,0.000,36.000,20637.010,1390.154
0.019,664733.035,58929.301,3392.168,3598.000,0.000,0.000,7.000,664.733,58.929
0.096,15561791.875,1103671.901,28760.286,35023.000,0.000,0.000,27.000,15561.792,1103.672
0.045,3607456.860,517297.281,17907.066,14310.000,0.000,0.000,13.000,3607.457,517.297
0.536,35412849.708,2717133.761,16333.076,18790.000,0.000,0.000,43.000,35412.850,2717.134
0.374,18698059.087,2676164.516,13587.913,18486.000,0.000,0.000,51.000,18698.059,2676.165
0.298,16643908.852,1652787.909,13716.997,24073.000,0.000,0.000,35.000,16643.909,1652.788
0.011,1809325.569,73013.113,5649.305,7550.000,0.000,0.000,6.000,1809.326,73.013
0.084,7390339.717,727612.813,18292.026,20079.000,0.000,0.000,24.000,7390.340,727.613
0.043,2237905.198,283947.507,12721.496,19687.000,0.000,0.000,14.000,2237.905,283.948
0.652,25978429.791,2089402.146,9523.318,19659.000,0.000,0.000,38.000,25978.430,2089.402
0.865,54968507.498,2584482.216,17343.460,19425.000,0.000,0.000,42.000,54968.507,2584.482
0.755,40988674.423,2340076.297,14195.383,24509.000,0.000,0.000,47.000,40988.674,2340.076
0.458,28657032.170,1329785.056,16842.404,20530.000,0.000,0.000,39.000,28657.032,1329.785
1.096,61345940.092,3830021.173,19813.057,27782.000,0.000,0.000,71.000,61345.940,3830.021
0.527,47214676.998,1796056.686,15849.208,21503.000,0.000,0.000,24.000,47214.677,1796.057
0.204,16022292.146,1065166.026,15425.926,20460.000,0.000,0.000,30.000,16022.292,1065.166
0.697,49444820.121,1988022.499,15196.898,19125.000,0.000,0.000,64.000,49444.820,1988.022
0.199,14621819.465,1006485.211,15932.909,20616.000,0.000,0.000,20.000,14621.819,1006.485
0.043,1109810.995,703004.880,7319.036,38140.000,0.000,0.000,12.000,1109.811,703.005
0.026,4508422.760,158453.653,13760.357,16620.000,0.000,0.000,10.000,4508.423,158.454
0.090,5332299.870,627566.762,18769.921,48230.000,0.000,0.000,21.000,5332.300,627.567
0.525,70854260.784,1612816.303,24094.113,25855.000,0.000,0.000,29.000,70854.261,1612.816
0.330,22240115.724,1285470.780,14419.696,23116.000,0.000,0.000,25.000,22240.116,1285.471
0.549,32964715.876,1706624.596,20051.277,23911.000,0.000,0.000,39.000,32964.716,1706.625
0.086,8522569.525,768430.404,15838.554,21077.000,0.000,0.000,24.000,8522.570,768.430
0.552,43063781.163,1990947.880,16600.997,17078.000,0.000,0.000,40.000,43063.781,1990.948
0.262,21633932.261,909380.273,13771.335,19634.000,0.000,0.000,23.000,21633.932,909.380
0.219,8481849.463,437053.887,6006.775,20676.000,0.000,0.000,11.000,8481.849,437.054
0.172,21182813.604,1047099.829,21584.364,20938.000,0.000,0.000,17.000,21182.814,1047.100
0.046,3310758.076,358807.194,16944.607,19891.000,0.000,0.000,10.000,3310.758,358.807
0.488,37419026.347,1628457.573,15296.135,19456.000,0.000,0.000,38.000,37419.026,1628.458
1.267,88905066.033,4909976.304,23167.646,26032.000,0.000,0.000,81.000,88905.066,4909.976
0.170,9007594.502,957206.011,11161.473,26809.000,0.000,0.000,26.000,9007.595,957.206
0.019,833606.265,78478.937,17082.446,13754.000,0.000,0.000,10.000,833.606,78.479
0.009,2003671.199,128947.956,30881.416,47644.000,0.000,0.000,6.000,2003.671,128.948
0.421,61018675.142,3384122.243,33640.457,47084.000,0.000,0.000,43.000,61018.675,3384.122
0.055,2100919.520,111353.528,8513.317,14758.000,0.000,0.000,9.000,2100.920,111.354
0.091,5755600.406,434504.330,17404.993,19010.000,0.000,0.000,17.000,5755.600,434.504
0.470,42783345.108,2718233.455,22695.483,26253.000,0.000,0.000,40.000,42783.345,2718.233
0.003,272977.459,25885.690,18792.497,27713.000,0.000,0.000,5.000,272.977,25.886
0.010,1033302.343,72158.173,15936.187,24162.000,0.000,0.000,8.000,1033.302,72.158
0.047,7368686.810,344978.643,19483.488,21126.000,0.000,0.000,11.000,7368.687,344.979
0.031,3690869.549,333349.625,23382.391,28556.000,0.000,0.000,12.000,3690.870,333.350
0.030,4717315.643,324354.023,21240.176,37431.000,0.000,0.000,10.000,4717.316,324.354
0.106,41176851.596,1009928.093,57829.824,44387.000,0.000,0.000,20.000,41176.852,1009.928
0.112,4896291.349,331766.775,8626.817,11404.000,0.000,0.000,16.000,4896.291,331.767
0.207,14123832.947,1068204.275,13462.825,13481.000,0.000,0.000,26.000,14123.833,1068.204
0.273,14431088.141,1378312.370,15078.412,25280.000,0.000,0.000,26.000,14431.088,1378.312
0.031,4200026.942,322121.838,21547.453,22575.000,0.000,0.000,18.000,4200.027,322.122
0.094,12034241.866,765575.234,28487.307,47920.000,0.000,0.000,19.000,12034.242,765.575
0.091,9641482.767,831545.932,18419.954,32227.000,0.000,0.000,20.000,9641.483,831.546
0.226,18101211.847,1742361.863,21477.626,21101.000,0.000,0.000,32.000,18101.212,1742.362
0.144,8963526.418,1982750.640,12764.167,21162.000,0.000,0.000,26.000,8963.526,1982.751
0.118,9641606.840,810863.249,12421.550,25624.000,0.000,0.000,14.000,9641.607,810.863
1.460,82280894.074,5822136.115,19431.630,28323.000,0.000,0.000,120.000,82280.894,5822.136
0.489,18697704.409,3589325.666,9473.199,21018.000,0.000,0.000,43.000,18697.704,3589.326
0.220,14704609.789,1063988.622,15040.692,20953.000,0.000,0.000,25.000,14704.610,1063.989
0.333,26920939.710,5044909.658,12998.605,23372.000,0.000,0.000,30.000,26920.940,5044.910
0.369,14250038.564,1570394.866,10313.415,20939.000,0.000,0.000,33.000,14250.039,1570.395
0.640,53873280.763,2806113.010,18892.294,20273.000,0.000,0.000,57.000,53873.281,2806.113
0.447,15991649.885,1328470.674,15644.705,23571.000,0.000,0.000,31.000,15991.650,1328.471
0.274,19740397.859,1656442.807,14404.314,20660.000,0.000,0.000,25.000,19740.398,1656.443
0.163,8917195.903,565548.481,14031.443,21024.000,0.000,0.000,21.000,8917.196,565.548
0.052,2675828.149,107374.943,12187.646,4134.000,0.000,0.000,9.000,2675.828,107.375
0.500,26638568.571,2078498.562,15121.796,20993.000,0.000,0.000,36.000,26638.569,2078.499
0.504,28961625.305,1865731.700,17284.794,20560.000,0.000,0.000,41.000,28961.625,1865.732
0.077,3763026.767,514408.588,10014.819,13692.000,0.000,0.000,19.000,3763.027,514.409
0.009,461903.982,93815.913,10339.436,21033.000,0.000,0.000,14.000,461.904,93.816
0.099,7246017.156,1185332.739,12707.701,24317.000,0.000,0.000,25.000,7246.017,1185.333
0.041,2772666.351,301576.271,15056.656,30315.000,0.000,0.000,21.000,2772.666,301.576
0.014,925834.525,155531.061,17113.550,18126.000,0.000,0.000,11.000,925.835,155.531
0.115,16235669.109,2279685.190,29095.953,42473.000,0.000,0.000,30.000,16235.669,2279.685
0.142,7461462.107,1429555.698,11845.485,22161.000,0.000,0.000,28.000,7461.462,1429.556
0.006,171624.923,145675.361,7245.418,19020.000,0.000,0.000,7.000,171.625,145.675
0.055,3980524.935,1361003.578,14306.014,39197.000,0.000,0.000,19.000,3980.525,1361.004
0.020,2418076.427,169687.466,32315.776,19660.000,0.000,0.000,7.000,2418.076,169.687
0.194,11308756.605,1307829.264,13901.890,13511.000,0.000,0.000,12.000,11308.757,1307.829
0.244,26252901.612,3111931.288,17693.734,11826.000,0.000,0.000,17.000,26252.902,3111.931
0.106,14683595.200,918254.799,26995.172,20935.000,0.000,0.000,11.000,14683.595,918.255
0.163,8607265.481,888214.106,11789.943,17020.000,0.000,0.000,19.000,8607.265,888.214
0.391,16456839.983,1278182.448,13321.697,28067.000,0.000,0.000,32.000,16456.840,1278.182
0.158,6846715.217,405678.376,8668.694,20663.000,0.000,0.000,15.000,6846.715,405.678
0.086,4083719.595,535846.116,13051.427,20513.000,0.000,0.000,14.000,4083.720,535.846
0.037,756452.717,68029.943,6214.638,4535.000,0.000,0.000,8.000,756.453,68.030
0.117,15048178.476,837357.777,20937.973,20796.000,0.000,0.000,18.000,15048.178,837.358
0.022,302816.692,121724.890,7452.757,20823.000,0.000,0.000,6.000,302.817,121.725
0.024,133161.300,17582.834,4113.202,1481.000,0.000,0.000,5.000,133.161,17.583
0.070,1788312.046,179872.151,7800.698,10778.000,0.000,0.000,20.000,1788.312,179.872
0.319,20726475.808,2355591.442,12949.541,20918.000,0.000,0.000,26.000,20726.476,2355.591
0.180,22850860.952,1022744.472,23044.989,14918.000,0.000,0.000,23.000,22850.861,1022.744
0.308,24031949.564,1143194.802,14058.587,15394.000,0.000,0.000,29.000,24031.950,1143.195
0.533,40293363.304,7494559.505,14658.025,18528.000,0.000,0.000,37.000,40293.363,7494.560
0.287,21056976.392,1539306.246,13161.110,10195.000,0.000,0.000,22.000,21056.976,1539.306
0.051,3050081.992,176870.408,12047.666,7941.000,0.000,0.000,11.000,3050.082,176.870
0.124,8925284.121,965563.103,14644.791,28381.000,0.000,0.000,20.000,8925.284,965.563
0.220,12900395.857,1027517.733,12751.456,15281.000,0.000,0.000,30.000,12900.396,1027.518
0.048,10371089.482,338373.638,19877.355,18232.000,0.000,0.000,8.000,10371.089,338.374
0.075,10967676.756,574791.786,30298.527,36099.000,0.000,0.000,13.000,10967.677,574.792
0.016,1160786.525,125903.002,15610.572,41606.000,0.000,0.000,6.000,1160.787,125.903
0.149,3197619.478,189677.089,13439.668,15091.000,0.000,0.000,14.000,3197.619,189.677
0.446,35579046.319,2182980.535,15732.255,25154.000,0.000,0.000,36.000,35579.046,2182.981
0.158,3444976.391,255107.220,11837.659,16230.000,0.000,0.000,18.000,3444.976,255.107
0.172,5932142.884,428327.060,13308.434,14322.000,0.000,0.000,16.000,5932.143,428.327
0.223,13850258.814,1062380.881,16851.196,20877.000,0.000,0.000,28.000,13850.259,1062.381
0.453,46750764.698,2520971.461,21759.299,21731.000,0.000,0.000,26.000,46750.765,2520.971
0.180,12288308.888,789548.492,25278.501,52363.000,0.000,0.000,22.000,12288.309,789.548
0.577,81552105.858,2911498.755,30299.505,44620.000,0.000,0.000,47.000,81552.106,2911.499
0.776,69114320.605,4325263.924,29030.353,61072.000,0.000,0.000,80.000,69114.321,4325.264
0.314,13251987.831,1083900.028,8918.123,16911.000,0.000,0.000,30.000,13251.988,1083.900
0.533,28106293.258,3116394.588,12652.713,24184.000,0.000,0.000,42.000,28106.293,3116.395
0.051,1950271.629,134244.339,9324.093,10636.000,0.000,0.000,13.000,1950.272,134.244
0.156,5989136.105,620401.129,13456.756,20841.000,0.000,0.000,17.000,5989.136,620.401
0.063,2745603.666,288818.193,15061.962,21039.000,0.000,0.000,13.000,2745.604,288.818
0.287,19236052.075,1209625.591,12213.587,16981.000,0.000,0.000,22.000,19236.052,1209.626
0.045,2792197.423,261231.787,14726.498,36534.000,0.000,0.000,14.000,2792.197,261.232
0.103,7345035.894,991395.995,22444.664,48230.000,0.000,0.000,17.000,7345.036,991.396
0.370,73479379.140,2473789.930,33240.853,47150.000,0.000,0.000,22.000,73479.379,2473.790
0.360,19853212.655,1606951.102,8267.825,20540.000,0.000,0.000,23.000,19853.213,1606.951
0.154,10415682.382,838589.944,11529.667,22309.000,0.000,0.000,21.000,10415.682,838.590
0.447,23371276.119,1538029.895,12623.321,20543.000,0.000,0.000,36.000,23371.276,1538.030
0.216,34335654.934,2008929.793,28134.366,45954.000,0.000,0.000,36.000,34335.655,2008.930
0.045,3696230.411,1836179.590,13781.498,16047.000,0.000,0.000,10.000,3696.230,1836.180
0.182,33239260.770,2716672.189,32244.826,47685.000,0.000,0.000,33.000,33239.261,2716.672
0.462,33070031.604,2920047.430,15354.948,20183.000,0.000,0.000,45.000,33070.032,2920.047
0.308,27871910.769,1063443.931,18948.753,20018.000,0.000,0.000,24.000,27871.911,1063.444
0.273,25235647.087,1627233.821,15796.271,20691.000,0.000,0.000,24.000,25235.647,1627.234
0.032,4364544.758,349106.225,12938.017,29337.000,0.000,0.000,14.000,4364.545,349.106
0.007,318857.323,68055.426,2387.890,4868.000,0.000,0.000,7.000,318.857,68.055
0.010,1789114.368,199000.085,20510.545,19807.000,0.000,0.000,7.000,1789.114,199.000
0.089,9229412.179,1875756.935,14715.144,21074.000,0.000,0.000,14.000,9229.412,1875.757
0.075,3118358.781,3669305.232,8500.756,21156.000,0.000,0.000,12.000,3118.359,3669.305
0.012,904223.540,96433.133,13800.146,12834.000,0.000,0.000,6.000,904.224,96.433
0.115,18396807.746,1310501.411,23394.550,46366.000,0.000,0.000,40.000,18396.808,1310.501
0.006,830547.943,73220.353,23832.934,24504.000,0.000,0.000,7.000,830.548,73.220
0.030,3177525.027,253446.283,13464.260,30152.000,0.000,0.000,19.000,3177.525,253.446
0.093,7765907.160,618067.993,15014.069,20851.000,0.000,0.000,16.000,7765.907,618.068
0.128,10556249.478,738744.541,13262.940,19999.000,0.000,0.000,13.000,10556.249,738.745
0.663,75605568.912,4180232.252,22653.551,27200.000,0.000,0.000,60.000,75605.569,4180.232
0.134,11191304.777,402782.002,17958.653,11227.000,0.000,0.000,9.000,11191.305,402.782
0.332,22294048.948,1464968.808,16909.157,21118.000,0.000,0.000,33.000,22294.049,1464.969
0.549,32095238.100,1687506.469,18227.739,20558.000,0.000,0.000,41.000,32095.238,1687.506
0.235,25551667.026,1306163.516,21177.934,20563.000,0.000,0.000,25.000,25551.667,1306.164
0.148,8128798.531,477444.180,13237.595,13434.000,0.000,0.000,22.000,8128.799,477.444
0.055,2166954.184,145664.562,8421.721,13949.000,0.000,0.000,16.000,2166.954,145.665
0.232,21395834.281,1143262.727,19126.976,21113.000,0.000,0.000,25.000,21395.834,1143.263
0.023,1388454.475,37677.392,12900.615,11553.000,0.000,0.000,5.000,1388.454,37.677
0.125,9329361.720,646347.174,14452.791,21167.000,0.000,0.000,20.000,9329.362,646.347
0.006,1996690.674,51834.447,8813.607,3932.000,0.000,0.000,5.000,1996.691,51.834
0.084,12888661.775,517335.283,27968.874,34793.000,0.000,0.000,11.000,12888.662,517.335
0.100,25198456.962,964199.533,44674.788,42251.000,0.000,0.000,14.000,25198.457,964.200
0.238,43353876.830,7497957.343,26307.467,21050.000,0.000,0.000,18.000,43353.877,7497.957
0.487,38760687.739,1909211.559,19449.599,26457.000,0.000,0.000,51.000,38760.688,1909.212
0.090,5330608.883,340826.851,10820.053,21000.000,0.000,0.000,9.000,5330.609,340.827
0.487,32843591.341,1581912.060,14854.347,20261.000,0.000,0.000,37.000,32843.591,1581.912
0.533,44118388.619,2547287.035,18143.989,19705.000,0.000,0.000,39.000,44118.389,2547.287
0.518,42901720.632,1953093.838,16334.743,13377.000,0.000,0.000,39.000,42901.721,1953.094
0.175,23581928.374,1207268.171,22961.142,40738.000,0.000,0.000,24.000,23581.928,1207.268
0.123,26400557.955,870962.501,25690.792,63231.000,0.000,0.000,24.000,26400.558,870.963
0.088,15131310.835,2135599.140,21166.443,44173.000,0.000,0.000,19.000,15131.311,2135.599
0.070,2275114.778,458630.724,9351.370,18372.000,0.000,0.000,13.000,2275.115,458.631
0.601,39516294.653,2413376.754,16498.901,20544.000,0.000,0.000,49.000,39516.295,2413.377
0.203,9714235.019,1218580.259,11514.761,27075.000,0.000,0.000,35.000,9714.235,1218.580
0.202,8507120.772,696308.870,10721.404,20789.000,0.000,0.000,33.000,8507.121,696.309
0.147,5191010.696,358235.462,8071.354,20791.000,0.000,0.000,18.000,5191.011,358.235
0.832,69662044.814,4975724.762,19787.479,25415.000,0.000,0.000,45.000,69662.045,4975.725
0.262,17164715.309,588597.973,11710.563,15205.000,0.000,0.000,14.000,17164.715,588.598
0.149,6845634.302,861750.691,16128.242,27067.000,0.000,0.000,24.000,6845.634,861.751
0.254,9368278.752,1501928.700,15430.268,20922.000,0.000,0.000,23.000,9368.279,1501.929
0.460,48608552.590,2480285.421,25458.763,18884.000,0.000,0.000,33.000,48608.553,2480.285
0.719,45864335.858,2561179.681,17281.961,21671.000,0.000,0.000,54.000,45864.336,2561.180
0.665,44058976.171,3055812.634,18714.313,22835.000,0.000,0.000,42.000,44058.976,3055.813
0.116,8730904.954,649998.633,12647.139,16598.000,0.000,0.000,18.000,8730.905,649.999
0.171,15664909.650,1256943.048,12386.746,31801.000,0.000,0.000,28.000,15664.910,1256.943
0.287,17588933.941,1513772.326,14870.203,25138.000,0.000,0.000,35.000,17588.934,1513.772
0.319,25619228.257,3078906.268,19867.184,26665.000,0.000,0.000,27.000,25619.228,3078.906
0.024,2505138.043,173639.799,19520.436,19588.000,0.000,0.000,8.000,2505.138,173.640
0.061,4441408.861,372887.123,21300.572,15968.000,0.000,0.000,10.000,4441.409,372.887
0.095,4098663.081,520503.395,14277.095,31874.000,0.000,0.000,19.000,4098.663,520.503
0.024,1956502.471,312348.129,20764.072,59511.000,0.000,0.000,12.000,1956.502,312.348
0.063,6627243.845,368737.240,29570.151,35606.000,0.000,0.000,13.000,6627.244,368.737
0.492,16533427.241,1106972.271,10686.263,18771.000,0.000,0.000,24.000,16533.427,1106.972
1.321,92058491.555,13898958.151,18940.560,21252.000,0.000,0.000,41.000,92058.492,13898.958
0.120,7251797.927,331154.046,11174.720,20101.000,0.000,0.000,11.000,7251.798,331.154
0.025,1377632.022,216604.455,13979.973,30386.000,0.000,0.000,9.000,1377.632,216.604
0.069,6230791.956,539427.341,25038.244,38176.000,0.000,0.000,17.000,6230.792,539.427
0.002,113404.416,11812.340,12196.154,1063.000,0.000,0.000,5.000,113.404,11.812
0.117,8746819.917,622095.219,18257.640,22040.000,0.000,0.000,20.000,8746.820,622.095
0.130,7014390.854,500821.745,15777.851,20978.000,0.000,0.000,18.000,7014.391,500.822
0.075,5696998.478,728175.299,11022.684,21240.000,0.000,0.000,12.000,5696.998,728.175
0.224,14859329.641,1602360.162,13665.621,18793.000,0.000,0.000,25.000,14859.330,1602.360
0.053,2732660.351,296179.072,13769.265,21044.000,0.000,0.000,15.000,2732.660,296.179
0.170,10720852.715,1055895.788,15930.190,21214.000,0.000,0.000,30.000,10720.853,1055.896
0.023,1792797.401,132001.285,10167.155,32528.000,0.000,0.000,11.000,1792.797,132.001
0.009,594751.217,103356.801,16792.699,30489.000,0.000,0.000,7.000,594.751,103.357
0.029,2794007.221,261930.534,19319.730,25196.000,0.000,0.000,12.000,2794.007,261.931
0.313,34124290.951,2150641.060,22093.766,21054.000,0.000,0.000,25.000,34124.291,2150.641
0.228,14198530.042,1344934.320,17790.721,20245.000,0.000,0.000,25.000,14198.530,1344.934
0.107,17293821.265,449136.791,25000.830,14189.000,0.000,0.000,10.000,17293.821,449.137
0.206,30094961.542,1873131.101,32379.053,58736.000,0.000,0.000,20.000,30094.962,1873.131
0.194,12747036.357,1115305.526,22921.965,47854.000,0.000,0.000,28.000,12747.036,1115.306
0.057,10374984.342,278754.821,34542.981,8925.000,0.000,0.000,9.000,10374.984,278.755
0.114,6231806.603,440173.009,13441.865,15945.000,0.000,0.000,14.000,6231.807,440.173
0.345,16414937.683,1433304.762,13573.674,21088.000,0.000,0.000,30.000,16414.938,1433.305
0.481,41778276.584,2342372.240,24468.042,20835.000,0.000,0.000,41.000,41778.277,2342.372
0.100,3711731.967,243734.824,13518.936,18604.000,0.000,0.000,16.000,3711.732,243.735
0.231,5637828.265,335429.769,10779.184,19099.000,0.000,0.000,26.000,5637.828,335.430
0.248,3569585.642,467033.163,6783.364,13212.000,0.000,0.000,58.000,3569.586,467.033
0.046,7182378.464,263756.367,25750.179,18629.000,0.000,0.000,10.000,7182.378,263.756
0.065,4547936.200,167205.751,10394.558,16610.000,0.000,0.000,8.000,4547.936,167.206
0.084,6211113.790,967322.906,13540.434,28815.000,0.000,0.000,19.000,6211.114,967.323
