KPI_1,KPI_4,KPI_5,KPI_6,KPI_9,KPI_10,KPI_11,KPI_12,KPI_15,KPI_16
0.139,6314865.601,785068.887,8514.532,10215.000,0.000,0.000,19.000,6314.866,785.069
0.107,14401335.283,501960.047,17294.196,19208.000,0.000,0.000,32.000,14401.335,501.960
0.234,32403563.151,3189135.645,20846.410,13408.000,0.000,0.000,23.000,32403.563,3189.136
0.052,1613627.460,238064.212,10221.104,26438.000,0.000,0.000,8.000,1613.627,238.064
0.047,1603946.923,296672.169,11647.597,20845.000,0.000,0.000,7.000,1603.947,296.672
0.087,10588253.712,344866.510,24181.272,20711.000,0.000,0.000,10.000,10588.254,344.867
0.038,6399410.418,328887.763,28521.717,13296.000,0.000,0.000,9.000,6399.410,328.888
0.247,16021148.912,1426133.339,19934.640,23954.000,0.000,0.000,29.000,16021.149,1426.133
0.062,2786505.418,364591.790,12419.305,27700.000,0.000,0.000,13.000,2786.505,364.592
0.286,51296667.079,1285512.374,24241.674,18560.000,0.000,0.000,12.000,51296.667,1285.512
0.149,7832667.992,1336296.328,9573.759,28565.000,0.000,0.000,27.000,7832.668,1336.296
0.105,4969783.000,675696.306,11787.183,22385.000,0.000,0.000,18.000,4969.783,675.696
0.046,2584340.145,496915.672,9386.316,21072.000,0.000,0.000,11.000,2584.340,496.916
0.226,31295850.493,1575703.341,26409.516,62176.000,0.000,0.000,37.000,31295.850,1575.703
0.158,38431235.515,1323146.978,31806.189,42936.000,0.000,0.000,24.000,38431.236,1323.147
0.188,21954404.497,2051564.563,19852.409,47726.000,0.000,0.000,37.000,21954.404,2051.565
0.084,2887299.353,379011.427,11084.534,20863.000,0.000,0.000,12.000,2887.299,379.011
0.374,28481975.145,2537095.910,14810.193,20404.000,0.000,0.000,32.000,28481.975,2537.096
0.710,53175899.059,4090476.105,17596.170,27013.000,0.000,0.000,51.000,53175.899,4090.476
0.011,999964.422,157546.423,9310.829,44108.000,0.000,0.000,8.000,999.964,157.546
0.030,3470898.241,265539.590,15242.918,30785.000,0.000,0.000,11.000,3470.898,265.540
0.071,10643079.257,822764.428,13412.871,23751.000,0.000,0.000,22.000,10643.079,822.764
0.072,6012278.412,509363.836,14441.787,20839.000,0.000,0.000,15.000,6012.278,509.364
0.431,27823719.127,1597576.964,15054.656,20750.000,0.000,0.000,43.000,27823.719,1597.577
0.289,20043663.903,1283188.301,15005.010,20415.000,0.000,0.000,35.000,20043.664,1283.188
0.019,497122.437,107405.187,5247.873,20857.000,0.000,0.000,9.000,497.122,107.405
0.055,3546686.486,306642.376,11829.194,13967.000,0.000,0.000,11.000,3546.686,306.642
0.032,1987574.785,293887.782,12257.706,14446.000,0.000,0.000,14.000,1987.575,293.888
0.018,1162480.832,94973.952,18037.605,40464.000,0.000,0.000,6.000,1162.481,94.974
0.017,4688306.596,239533.666,30382.538,26696.000,0.000,0.000,8.000,4688.307,239.534
0.047,12800351.286,600670.684,32073.324,21829.000,0.000,0.000,7.000,12800.351,600.671
0.208,10088922.551,531325.909,8977.242,10315.000,0.000,0.000,17.000,10088.923,531.326
1.198,57174383.773,3027596.862,11911.421,17505.000,0.000,0.000,40.000,57174.384,3027.597
0.249,13295708.074,1097202.581,11307.710,20181.000,0.000,0.000,27.000,13295.708,1097.203
0.124,23290132.808,626186.442,32970.562,32014.000,0.000,0.000,15.000,23290.133,626.186
0.195,26909747.152,1056763.523,13186.441,47912.000,0.000,0.000,23.000,26909.747,1056.764
0.370,60560718.645,1979140.650,33767.707,54153.000,0.000,0.000,30.000,60560.719,1979.141
0.476,34302000.588,2519576.701,12744.222,24634.000,0.000,0.000,27.000,34302.001,2519.577
1.146,59255555.709,3121774.812,14614.096,20275.000,0.000,0.000,41.000,59255.556,3121.775
0.165,14095479.006,924339.976,12525.771,20862.000,0.000,0.000,15.000,14095.479,924.340
0.111,15639230.226,886298.605,27837.142,65129.000,0.000,0.000,17.000,15639.230,886.299
0.066,12770878.488,617327.031,9053.294,23682.000,0.000,0.000,11.000,12770.878,617.327
0.062,15517958.228,508174.584,33317.964,40178.000,0.000,0.000,14.000,15517.958,508.175
0.040,3436385.701,74523.781,13316.479,9287.000,0.000,0.000,10.000,3436.386,74.524
0.598,51454411.147,5180111.055,16808.451,14693.000,0.000,0.000,36.000,51454.411,5180.111
0.940,53767538.024,3250957.025,15005.161,14108.000,0.000,0.000,36.000,53767.538,3250.957
0.015,2088473.300,224088.277,10980.861,20373.000,0.000,0.000,5.000,2088.473,224.088
0.128,39365381.995,1125331.181,29669.992,35861.000,0.000,0.000,12.000,39365.382,1125.331
0.252,62154612.482,2394058.756,33190.258,40428.000,0.000,0.000,23.000,62154.612,2394.059
0.019,1691194.880,129471.157,17123.813,12211.000,0.000,0.000,19.000,1691.195,129.471
0.365,54915700.661,3084055.830,36850.901,34008.000,0.000,0.000,46.000,54915.701,3084.056
0.109,16122589.071,1244765.824,28709.387,57997.000,0.000,0.000,19.000,16122.589,1244.766
0.026,3050255.159,208981.906,20951.407,21101.000,0.000,0.000,15.000,3050.255,208.982
0.726,56690033.592,3563600.234,18505.281,20921.000,0.000,0.000,52.000,56690.034,3563.600
0.313,39441482.987,1710573.388,19473.910,14625.000,0.000,0.000,21.000,39441.483,1710.573
0.025,2516481.547,193534.480,14652.888,11249.000,0.000,0.000,9.000,2516.482,193.534
0.026,3986729.298,205360.429,22883.025,18136.000,0.000,0.000,8.000,3986.729,205.360
0.045,2835953.393,334588.911,11830.706,18555.000,0.000,0.000,13.000,2835.953,334.589
0.034,3426414.131,186344.972,13967.648,9641.000,0.000,0.000,9.000,3426.414,186.345
0.040,2315210.006,165168.510,11085.881,11684.000,0.000,0.000,10.000,2315.210,165.169
0.084,7338405.392,526978.159,15477.378,21070.000,0.000,0.000,14.000,7338.405,526.978
0.362,61897039.612,2577369.349,29808.465,48156.000,0.000,0.000,52.000,61897.040,2577.369
1.209,208669339.003,7307635.015,49505.020,46385.000,0.000,0.000,116.000,208669.339,7307.635
0.446,82708403.073,3448628.092,39725.758,44497.000,0.000,0.000,41.000,82708.403,3448.628
3.139,130765543.312,18703782.375,20493.518,24066.000,0.000,0.000,94.000,130765.543,18703.782
0.656,37655478.767,3479524.051,17318.086,26192.000,0.000,0.000,55.000,37655.479,3479.524
0.396,24802863.375,1088937.694,12689.863,20379.000,0.000,0.000,23.000,24802.863,1088.938
0.068,8838680.190,474884.002,4418.470,27699.000,0.000,0.000,17.000,8838.680,474.884
0.124,12853439.068,628350.214,13457.983,18904.000,0.000,0.000,21.000,12853.439,628.350
0.050,6784494.791,201363.277,16952.003,12049.000,0.000,0.000,10.000,6784.495,201.363
0.110,55047968.470,1560126.154,51193.186,45456.000,0.000,0.000,20.000,55047.968,1560.126
0.028,9282902.202,195610.627,34968.954,37692.000,0.000,0.000,7.000,9282.902,195.611
0.059,25149470.443,450958.054,51747.123,18496.000,0.000,0.000,8.000,25149.470,450.958
0.936,59967374.522,3936335.254,14984.482,20022.000,0.000,0.000,46.000,59967.375,3936.335
0.030,866681.356,57099.697,7241.361,4200.000,0.000,0.000,14.000,866.681,57.100
0.795,54019294.445,3625221.722,12957.756,12664.000,0.000,0.000,38.000,54019.294,3625.222
0.032,5665997.682,411915.718,7705.757,20293.000,0.000,0.000,8.000,5665.998,411.916
0.005,223090.789,19774.153,11354.304,4588.000,0.000,0.000,6.000,223.091,19.774
0.052,10171390.653,637269.224,13980.921,10117.000,0.000,0.000,6.000,10171.391,637.269
0.897,28399867.756,5581229.373,6775.763,13914.000,0.000,0.000,26.000,28399.868,5581.229
1.814,76682934.091,3338973.271,11941.739,15334.000,0.000,0.000,29.000,76682.934,3338.973
1.593,87326482.248,8785525.807,14820.339,20702.000,0.000,0.000,48.000,87326.482,8785.526
0.234,47262292.830,1780287.890,37870.450,33652.000,0.000,0.000,29.000,47262.293,1780.288
0.109,17104408.546,708632.152,28026.340,47726.000,0.000,0.000,19.000,17104.409,708.632
0.546,159993362.433,3414190.887,44946.057,42725.000,0.000,0.000,27.000,159993.362,3414.191
0.318,20804368.042,954267.573,12627.368,10362.000,0.000,0.000,22.000,20804.368,954.268
0.421,23295752.953,1316610.502,11801.848,17360.000,0.000,0.000,35.000,23295.753,1316.611
2.212,193742153.791,7675784.914,30071.439,13076.000,0.000,0.000,49.000,193742.154,7675.785
0.059,8230083.468,1021254.554,13134.577,6258.000,0.000,0.000,14.000,8230.083,1021.255
0.187,25215614.086,1531349.220,21604.398,13755.000,0.000,0.000,21.000,25215.614,1531.349
0.200,47361685.492,1114385.879,10830.587,24629.000,0.000,0.000,20.000,47361.685,1114.386
0.124,4161545.233,425403.073,10466.311,44774.000,0.000,0.000,13.000,4161.545,425.403
0.067,13137552.081,990303.129,23156.563,48171.000,0.000,0.000,13.000,13137.552,990.303
0.082,4701449.033,706012.774,14089.852,42693.000,0.000,0.000,17.000,4701.449,706.013
0.355,27794768.550,2700229.724,18095.087,24514.000,0.000,0.000,29.000,27794.769,2700.230
0.204,22778990.438,1241719.685,21311.068,20777.000,0.000,0.000,15.000,22778.990,1241.720
0.216,17262745.485,1605254.624,20164.977,22629.000,0.000,0.000,28.000,17262.745,1605.255
0.192,47296006.703,2101603.806,31455.014,45942.000,0.000,0.000,22.000,47296.007,2101.604
0.099,16282199.380,1051307.846,21722.720,31809.000,0.000,0.000,27.000,16282.199,1051.308
0.106,21788477.085,1037377.364,23264.797,27799.000,0.000,0.000,22.000,21788.477,1037.377
0.346,32079778.081,1559880.240,16280.374,20803.000,0.000,0.000,32.000,32079.778,1559.880
0.264,27216514.247,1642618.810,17515.880,17500.000,0.000,0.000,27.000,27216.514,1642.619
0.235,18822264.743,1861802.842,14408.427,20222.000,0.000,0.000,30.000,18822.265,1861.803
0.087,8994539.855,13156060.722,10222.452,48262.000,0.000,0.000,18.000,8994.540,13156.061
0.092,24114206.930,877958.030,37711.461,44894.000,0.000,0.000,22.000,24114.207,877.958
0.110,19034325.062,1015774.727,31122.460,38495.000,0.000,0.000,22.000,19034.325,1015.775
0.668,38540586.269,1970481.472,15021.680,20610.000,0.000,0.000,35.000,38540.586,1970.481
0.492,28695040.492,1532883.742,14021.734,24854.000,0.000,0.000,32.000,28695.040,1532.884
0.203,16945975.806,778277.834,19532.960,20179.000,0.000,0.000,18.000,16945.976,778.278
0.939,71838584.735,3119658.646,35194.154,34653.000,0.000,0.000,34.000,71838.585,3119.659
0.123,7382741.349,355298.227,30526.937,46796.000,0.000,0.000,14.000,7382.741,355.298
1.043,71425441.048,2703741.493,30874.191,40753.000,0.000,0.000,27.000,71425.441,2703.741
0.240,49093901.976,1667032.827,39365.256,34281.000,0.000,0.000,34.000,49093.902,1667.033
0.035,7050315.710,401886.476,32303.260,47381.000,0.000,0.000,10.000,7050.316,401.886
0.251,49935046.283,2022003.068,38674.426,28775.000,0.000,0.000,26.000,49935.046,2022.003
,,,,,,,0.000,,
0.500,27832671.524,1866815.786,10976.034,20514.000,0.000,0.000,34.000,27832.672,1866.816
1.077,61824856.215,4654159.739,13263.094,20923.000,0.000,0.000,39.000,61824.856,4654.160
0.038,9704317.963,1336997.469,14068.939,46808.000,0.000,0.000,17.000,9704.318,1336.997
0.028,8822289.269,189173.849,39154.944,17768.000,0.000,0.000,10.000,8822.289,189.174
0.024,6207109.967,347211.084,14772.085,53010.000,0.000,0.000,15.000,6207.110,347.211
1.148,92141521.130,5501068.162,18833.342,20112.000,0.000,0.000,56.000,92141.521,5501.068
0.659,31275379.998,1996000.974,11087.382,20783.000,0.000,0.000,41.000,31275.380,1996.001
0.936,66535580.205,4615576.059,17166.985,22672.000,0.000,0.000,66.000,66535.580,4615.576
0.132,27205855.979,1370608.214,15190.321,27117.000,0.000,0.000,25.000,27205.856,1370.608
0.072,9568370.307,1046311.844,13891.392,39772.000,0.000,0.000,20.000,9568.370,1046.312
0.089,21926509.641,633764.576,29425.242,23177.000,0.000,0.000,15.000,21926.510,633.765
0.876,50063990.008,2713698.258,13400.122,26182.000,0.000,0.000,52.000,50063.990,2713.698
0.709,59739561.691,3196124.290,18917.624,21670.000,0.000,0.000,42.000,59739.562,3196.124
2.008,67753517.110,5309272.269,12684.883,22104.000,0.000,0.000,143.000,67753.517,5309.272
0.960,78821817.662,3243693.554,19539.097,18634.000,0.000,0.000,35.000,78821.818,3243.694
0.530,30666049.245,3317409.401,11760.943,19835.000,0.000,0.000,37.000,30666.049,3317.409
0.688,44121092.153,2046665.656,13213.136,19534.000,0.000,0.000,46.000,44121.092,2046.666
0.220,40777054.832,1923934.142,22110.755,65633.000,0.000,0.000,28.000,40777.055,1923.934
0.154,12027177.993,1156116.052,20373.553,44736.000,0.000,0.000,28.000,12027.178,1156.116
0.204,48761041.532,1058405.455,27997.743,26752.000,0.000,0.000,33.000,48761.042,1058.405
2.281,118440455.065,5264132.460,29863.408,45521.000,0.000,0.000,39.000,118440.455,5264.132
1.931,114602323.538,3717983.877,33839.014,45788.000,0.000,0.000,54.000,114602.324,3717.984
0.956,71168014.113,2497202.079,35022.746,49844.000,0.000,0.000,31.000,71168.014,2497.202
0.043,2224636.725,257457.112,10263.382,27977.000,0.000,0.000,6.000,2224.637,257.457
0.405,26597684.580,1280568.755,11471.019,19418.000,0.000,0.000,48.000,26597.685,1280.569
0.362,24734468.041,1411879.710,15974.373,20760.000,0.000,0.000,43.000,24734.468,1411.880
0.066,4321471.055,366461.566,19222.044,47592.000,0.000,0.000,11.000,4321.471,366.462
0.388,71614325.511,2621577.253,34328.987,43673.000,0.000,0.000,39.000,71614.326,2621.577
0.040,2993300.477,265509.004,7557.070,25793.000,0.000,0.000,21.000,2993.300,265.509
0.137,27301524.161,1382220.474,34154.432,18187.000,0.000,0.000,13.000,27301.524,1382.220
0.224,33611417.185,1653930.438,23779.076,29723.000,0.000,0.000,25.000,33611.417,1653.930
0.015,423149.776,45825.100,13083.903,6855.000,0.000,0.000,5.000,423.150,45.825
0.285,17514775.232,1807486.751,12580.340,17338.000,0.000,0.000,31.000,17514.775,1807.487
0.550,46493824.419,5437827.009,14752.934,20072.000,0.000,0.000,32.000,46493.824,5437.827
0.068,4597436.471,334007.693,10832.012,20671.000,0.000,0.000,9.000,4597.436,334.008
0.297,54007215.041,1944137.579,29214.688,48158.000,0.000,0.000,32.000,54007.215,1944.138
0.303,48305985.599,1606562.170,20514.776,47248.000,0.000,0.000,24.000,48305.986,1606.562
0.146,29577485.990,1006102.316,24614.831,58921.000,0.000,0.000,20.000,29577.486,1006.102
1.718,58138098.013,10063415.305,10848.551,19140.000,0.000,0.000,69.000,58138.098,10063.415
1.432,84456568.299,3987038.791,17256.405,20766.000,0.000,0.000,52.000,84456.568,3987.039
1.515,69618378.398,4593616.423,13366.573,20339.000,0.000,0.000,45.000,69618.378,4593.616
0.501,21708908.253,2063194.834,21500.842,43139.000,0.000,0.000,32.000,21708.908,2063.195
0.210,13640406.203,425290.968,26733.904,23286.000,0.000,0.000,13.000,13640.406,425.291
0.798,90906123.362,4647742.850,41693.281,37773.000,0.000,0.000,21.000,90906.123,4647.743
0.058,5513626.812,436611.798,29560.394,24821.000,0.000,0.000,13.000,5513.627,436.612
0.004,159655.316,16628.166,12158.078,1933.000,0.000,0.000,8.000,159.655,16.628
0.167,10512240.766,4727512.055,19925.614,58530.000,0.000,0.000,29.000,10512.241,4727.512
0.144,10834467.697,350342.911,12098.901,21024.000,0.000,0.000,21.000,10834.468,350.343
0.034,1007765.535,143904.777,6002.628,20867.000,0.000,0.000,11.000,1007.766,143.905
0.192,23930973.430,812286.549,18746.092,12912.000,0.000,0.000,19.000,23930.973,812.287
0.122,46986734.561,1291741.902,51892.266,20112.000,0.000,0.000,18.000,46986.735,1291.742
0.011,411704.472,44356.750,15022.078,5167.000,0.000,0.000,5.000,411.704,44.357
0.107,37391107.232,1529050.415,51162.883,46398.000,0.000,0.000,14.000,37391.107,1529.050
0.012,818009.454,115455.281,13006.884,26841.000,0.000,0.000,6.000,818.009,115.455
0.004,170045.989,69130.329,6321.647,11526.000,0.000,0.000,3.000,170.046,69.130
0.021,1142756.926,132608.841,11512.807,14548.000,0.000,0.000,9.000,1142.757,132.609
0.781,66205528.367,3764423.135,21506.176,20673.000,0.000,0.000,47.000,66205.528,3764.423
0.013,113204.328,57907.077,3866.780,17160.000,0.000,0.000,4.000,113.204,57.907
0.074,4032005.463,359893.508,11069.525,12869.000,0.000,0.000,15.000,4032.005,359.894
0.150,30921780.030,2302484.935,33196.219,44799.000,0.000,0.000,31.000,30921.780,2302.485
0.082,13044202.852,972788.777,32970.525,31106.000,0.000,0.000,15.000,13044.203,972.789
0.061,11989482.779,653616.359,30424.281,21188.000,0.000,0.000,15.000,11989.483,653.616
0.079,11214968.438,738088.967,26236.268,17939.000,0.000,0.000,24.000,11214.968,738.089
0.093,10412073.543,392360.324,27123.507,14809.000,0.000,0.000,14.000,10412.074,392.360
0.022,3050030.569,198551.960,27365.026,7778.000,0.000,0.000,8.000,3050.031,198.552
0.719,45144074.458,2946281.653,14990.247,20611.000,0.000,0.000,41.000,45144.074,2946.282
0.590,23624979.299,3301699.288,9293.113,13978.000,0.000,0.000,41.000,23624.979,3301.699
0.186,16745182.746,874665.231,13702.958,16501.000,0.000,0.000,14.000,16745.183,874.665
0.909,31188708.804,2559478.054,8343.198,16463.000,0.000,0.000,38.000,31188.709,2559.478
1.022,34360324.777,2052804.780,7899.521,20378.000,0.000,0.000,40.000,34360.325,2052.805
0.746,28000281.297,2085144.146,9312.252,27123.000,0.000,0.000,49.000,28000.281,2085.144
0.012,1485439.716,126073.013,20451.799,3813.000,0.000,0.000,6.000,1485.440,126.073
0.064,25752881.598,743417.481,47764.125,16044.000,0.000,0.000,12.000,25752.882,743.417
0.107,31109358.557,1353250.461,37613.192,48103.000,0.000,0.000,17.000,31109.359,1353.250
0.027,2784482.589,168925.167,13403.198,8978.000,0.000,0.000,9.000,2784.483,168.925
0.020,2628291.887,144695.556,20848.229,4237.000,0.000,0.000,6.000,2628.292,144.696
0.033,2607994.265,337417.968,13868.225,16642.000,0.000,0.000,8.000,2607.994,337.418
1.177,75032729.864,3404740.766,15690.938,20906.000,0.000,0.000,53.000,75032.730,3404.741
0.699,59767855.047,3658378.203,14729.259,15676.000,0.000,0.000,30.000,59767.855,3658.378
0.698,174093958.904,5732745.028,47550.375,20825.000,0.000,0.000,29.000,174093.959,5732.745
0.323,63391368.358,2055817.835,23422.669,36729.000,0.000,0.000,28.000,63391.368,2055.818
0.309,53780873.719,3787263.568,25185.385,46146.000,0.000,0.000,33.000,53780.874,3787.264
0.329,54197882.621,3050576.420,17721.436,37418.000,0.000,0.000,32.000,54197.883,3050.576
0.147,16173217.015,1411323.755,16804.159,23691.000,0.000,0.000,15.000,16173.217,1411.324
0.096,29046173.106,920340.955,45504.468,11972.000,0.000,0.000,21.000,29046.173,920.341
0.017,478274.422,113945.775,11804.836,31869.000,0.000,0.000,8.000,478.274,113.946
0.225,26059455.719,1234474.862,14439.250,22814.000,0.000,0.000,16.000,26059.456,1234.475
0.719,51976680.388,3876372.971,17894.142,20644.000,0.000,0.000,29.000,51976.680,3876.373
0.351,22677897.020,1659343.280,10782.191,21295.000,0.000,0.000,21.000,22677.897,1659.343
0.218,34592574.461,1459489.729,25740.637,17169.000,0.000,0.000,20.000,34592.574,1459.490
0.056,5662375.826,775338.736,12557.813,12962.000,0.000,0.000,12.000,5662.376,775.339
0.245,17331586.866,10068029.662,13542.680,18559.000,0.000,0.000,18.000,17331.587,10068.030
0.016,2678383.336,260329.211,21982.656,21078.000,0.000,0.000,7.000,2678.383,260.329
0.001,96148.512,4602.302,20032.505,2116.000,0.000,0.000,2.000,96.149,4.602
0.018,1867437.983,122747.802,17550.325,21080.000,0.000,0.000,7.000,1867.438,122.748
0.044,3170747.039,226075.525,11446.694,23190.000,0.000,0.000,10.000,3170.747,226.076
0.044,2757248.137,224433.546,9190.662,20671.000,0.000,0.000,9.000,2757.248,224.434
0.096,9344008.298,291610.297,13135.430,19536.000,0.000,0.000,9.000,9344.008,291.610
0.017,1592346.402,91663.921,12446.563,20421.000,0.000,0.000,7.000,1592.346,91.664
0.043,14461917.826,283951.260,51163.901,43947.000,0.000,0.000,10.000,14461.918,283.951
0.006,842135.492,85677.662,5304.143,25895.000,0.000,0.000,7.000,842.135,85.678
0.191,51738325.128,1688380.778,44506.153,42490.000,0.000,0.000,23.000,51738.325,1688.381
0.302,98126370.727,4721708.808,46952.554,48192.000,0.000,0.000,22.000,98126.371,4721.709
0.343,96795790.384,3463467.832,49759.764,47193.000,0.000,0.000,36.000,96795.790,3463.468
0.051,8094156.550,402898.432,31198.613,29035.000,0.000,0.000,9.000,8094.157,402.898
0.050,4767658.345,360401.526,22144.976,12380.000,0.000,0.000,12.000,4767.658,360.402
0.371,67820525.295,7450221.327,34938.165,48766.000,0.000,0.000,32.000,67820.525,7450.221
0.180,10766028.768,688108.989,11108.408,20180.000,0.000,0.000,22.000,10766.029,688.109
0.125,11448766.928,510888.332,17272.235,20820.000,0.000,0.000,10.000,11448.767,510.888
0.122,7810838.105,505495.386,11668.922,20933.000,0.000,0.000,14.000,7810.838,505.495
0.022,723042.359,113167.210,11478.434,44725.000,0.000,0.000,8.000,723.042,113.167
0.088,24842191.289,588129.660,23840.560,36606.000,0.000,0.000,14.000,24842.191,588.130
0.127,25571851.187,1640412.234,23028.495,45784.000,0.000,0.000,20.000,25571.851,1640.412
0.067,2448266.989,236866.476,7428.930,16714.000,0.000,0.000,13.000,2448.267,236.866
0.739,35686269.515,1660220.915,10894.780,15504.000,0.000,0.000,26.000,35686.270,1660.221
0.323,37440848.639,1162747.491,20080.694,15683.000,0.000,0.000,22.000,37440.849,1162.747
0.739,83426229.115,5568927.216,28164.630,53751.000,0.000,0.000,51.000,83426.229,5568.927
0.168,29304963.609,1136097.004,33736.541,44513.000,0.000,0.000,23.000,29304.964,1136.097
0.340,27871813.035,1652103.416,22555.424,36783.000,0.000,0.000,46.000,27871.813,1652.103
0.118,9704108.682,720035.349,15445.955,21057.000,0.000,0.000,19.000,9704.109,720.035
0.116,7052016.662,832376.678,10007.327,20864.000,0.000,0.000,17.000,7052.017,832.377
0.072,3816213.160,379345.594,8629.708,25372.000,0.000,0.000,17.000,3816.213,379.346
0.632,63417278.357,3185809.314,17989.056,21065.000,0.000,0.000,31.000,63417.278,3185.809
0.803,36924790.628,1936991.995,9138.510,19660.000,0.000,0.000,34.000,36924.791,1936.992
0.396,25523846.512,1603819.270,12734.780,21219.000,0.000,0.000,29.000,25523.847,1603.819
0.275,45117122.061,4195244.277,24603.647,47282.000,0.000,0.000,33.000,45117.122,4195.244
0.484,43662650.679,3074177.087,16729.367,47378.000,0.000,0.000,50.000,43662.651,3074.177
0.579,55655529.843,3639795.754,25555.744,47380.000,0.000,0.000,67.000,55655.530,3639.796
0.013,300373.000,39467.381,8973.725,42915.000,0.000,0.000,5.000,300.373,39.467
0.107,33369210.054,452404.266,67522.201,47460.000,0.000,0.000,7.000,33369.210,452.404
0.011,315210.484,24556.116,12465.934,11562.000,0.000,0.000,6.000,315.210,24.556
0.121,5563571.904,319655.420,16566.434,18898.000,0.000,0.000,20.000,5563.572,319.655
0.079,2734025.139,152346.589,9112.403,17723.000,0.000,0.000,11.000,2734.025,152.347
0.087,3540554.452,214980.865,16250.440,22302.000,0.000,0.000,15.000,3540.554,214.981
0.155,13237435.496,2219877.993,34976.078,64657.000,0.000,0.000,24.000,13237.435,2219.878
0.030,1886408.282,213948.146,21109.618,47248.000,0.000,0.000,11.000,1886.408,213.948
0.127,17131297.369,446257.417,40305.841,23712.000,0.000,0.000,16.000,17131.297,446.257
0.101,7377960.147,227208.088,18906.194,15438.000,0.000,0.000,13.000,7377.960,227.208
0.055,1821942.029,288075.045,15012.242,20624.000,0.000,0.000,14.000,1821.942,288.075
0.116,4531933.187,206668.052,9789.860,20568.000,0.000,0.000,17.000,4531.933,206.668
0.054,2765497.299,310649.538,18863.611,20847.000,0.000,0.000,17.000,2765.497,310.650
0.028,1777098.520,296120.845,20410.760,23607.000,0.000,0.000,16.000,1777.099,296.121
0.017,345962.286,84864.776,6720.406,7256.000,0.000,0.000,10.000,345.962,84.865
0.065,1399145.280,188768.835,10885.431,18681.000,0.000,0.000,14.000,1399.145,188.769
0.091,3437407.304,546556.422,13945.670,9049.000,0.000,0.000,19.000,3437.407,546.556
0.112,5023892.744,383994.468,17785.643,17420.000,0.000,0.000,19.000,5023.893,383.994
0.020,1246137.684,95207.123,22865.436,19758.000,0.000,0.000,8.000,1246.138,95.207
0.001,2318.774,1497.091,864.408,2450.000,0.000,0.000,3.000,2.319,1.497
0.091,3167950.245,165577.238,15054.580,7624.000,0.000,0.000,12.000,3167.950,165.577
0.067,1428009.160,314838.475,8517.978,16702.000,0.000,0.000,15.000,1428.009,314.838
0.024,1147214.937,80670.407,22452.642,4828.000,0.000,0.000,8.000,1147.215,80.670
0.005,315726.172,29115.389,19388.289,19036.000,0.000,0.000,5.000,315.726,29.115
0.118,5734943.729,609718.934,22962.945,46728.000,0.000,0.000,23.000,5734.944,609.719
0.038,1624558.060,101283.693,14404.968,18808.000,0.000,0.000,8.000,1624.558,101.284
0.031,2407769.998,106948.266,24432.769,13118.000,0.000,0.000,8.000,2407.770,106.948
0.226,12585710.007,662069.990,19398.712,16668.000,0.000,0.000,34.000,12585.710,662.070
0.003,78413.001,19469.500,13578.891,16707.000,0.000,0.000,5.000,78.413,19.470
0.034,2999946.292,198219.958,31197.242,11340.000,0.000,0.000,16.000,2999.946,198.220
0.021,928587.284,148419.460,19503.475,32895.000,0.000,0.000,9.000,928.587,148.419
0.002,83206.236,13760.844,12442.752,4104.000,0.000,0.000,3.000,83.206,13.761
0.021,732266.866,44358.211,28326.716,3597.000,0.000,0.000,8.000,732.267,44.358
0.028,2504112.260,348338.911,20137.168,23487.000,0.000,0.000,9.000,2504.112,348.339
0.201,11220754.243,515044.524,15098.701,20850.000,0.000,0.000,14.000,11220.754,515.045
0.074,2122928.697,314462.373,9844.331,12672.000,0.000,0.000,11.000,2122.929,314.462
0.051,1637092.764,213489.621,12228.632,25683.000,0.000,0.000,12.000,1637.093,213.490
0.504,19318819.871,2574193.813,17578.492,12891.000,0.000,0.000,39.000,19318.820,2574.194
0.308,9284949.364,899414.839,14851.692,20954.000,0.000,0.000,26.000,9284.949,899.415
0.198,11697064.827,484780.312,21676.480,13204.000,0.000,0.000,24.000,11697.065,484.780
0.094,3031610.127,620244.309,11560.221,23011.000,0.000,0.000,33.000,3031.610,620.244
0.307,15769213.989,1002733.720,22810.973,20774.000,0.000,0.000,40.000,15769.214,1002.734
0.097,2754890.653,2051103.115,9144.133,9324.000,0.000,0.000,20.000,2754.891,2051.103
0.110,6399798.877,784002.740,20011.488,47362.000,0.000,0.000,28.000,6399.799,784.003
0.166,16891225.066,743264.391,36390.375,50799.000,0.000,0.000,25.000,16891.225,743.264
0.164,16368717.993,1229075.770,33843.431,48157.000,0.000,0.000,28.000,16368.718,1229.076
0.330,14247932.726,860657.900,19882.630,15931.000,0.000,0.000,43.000,14247.933,860.658
0.174,6758492.285,505244.022,17663.067,23279.000,0.000,0.000,25.000,6758.492,505.244
0.184,7993174.417,533645.700,18487.628,20741.000,0.000,0.000,27.000,7993.174,533.646
0.412,11799487.311,714520.759,11193.491,20857.000,0.000,0.000,26.000,11799.487,714.521
0.370,7719403.970,439538.276,10441.568,20126.000,0.000,0.000,42.000,7719.404,439.538
0.383,10295223.318,445785.352,14176.377,20583.000,0.000,0.000,50.000,10295.223,445.785
0.130,2990493.308,168070.597,9604.940,5062.000,0.000,0.000,17.000,2990.493,168.071
0.217,5361051.736,8000447.317,6266.044,20934.000,0.000,0.000,19.000,5361.052,8000.447
